Studentnummer,Naam,Klas,Mentor,Instelling,Opleiding,crebo,leerweg,cohort,StudentAge,StudentGender,Dropout,Aanmel_aantal,max1studie,absence_unauthorized,absence_authorized,Richting_nan,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,VooroplNiveau_HAVO,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other
100240,Jens Peters,4B,C. de Boer,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,2.3,0.3,11.5,13.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100241,Liam Meijer,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,2.1,0.4,14.2,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100242,Joris Hoekstra,4B,D. van Dijk,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,1,2.2,0.9,32.0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100243,Sven Smit,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,1.8,0.5,20.3,26.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100244,Iris Brouwer,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.3,0.5,1.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100245,Maud Brouwer,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,2.1,0.8,8.6,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100246,Iris Dijkstra,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,1.9,0.3,55.0,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100247,Iris Bosch,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,16,1,0,2.7,0.6,17.9,2.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100248,Stijn Smit,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,1,1.6,0.7,2.8,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100249,Yasmin Bosch,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,1,2.8,1.0,50.8,9.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100250,Noor Hoekstra,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,0,1.3,0.6,3.4,9.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100251,Fatima Dekker,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,15,1,1,2.4,0.9,12.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100252,Sven Vos,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,2.7,0.8,0.0,11.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100253,Tim Postma,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,16,0,0,2.1,0.5,8.2,3.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100254,Thijs Prins,4B,G. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,22,0,0,1.9,0.0,0.6,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100255,Sara Hoekstra,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,0,1.2,0.4,25.7,2.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100256,Thijs van der Berg,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,2.4,0.0,0.6,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100257,Noor Smits,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,16,1,1,2.6,1.0,8.8,4.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100258,Noor Brouwer,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,1.3,0.8,3.1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100259,Noor van der Berg,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,1,1.9,0.7,1.8,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100260,Noor van Leeuwen,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,20,1,1,1.7,0.4,13.9,15.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100261,Mees de Groot,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,2.6,0.7,1.1,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100262,Thijs Bos,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,0,2.0,0.1,8.8,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100263,Stijn Bakker,4B,H. de Wit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,0,1.3,0.9,26.3,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100264,Jens Dijkstra,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,20,0,0,1.5,0.0,2.3,5.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100265,Olaf Hendriks,4B,H. de Wit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,2.4,0.1,4.1,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100266,Stijn Smit,4B,H. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,1.8,0.6,1.0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100267,Thijs van der Berg,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,0,1.1,0.1,4.5,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100268,Iris de Graaf,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,2.4,0.2,0.7,8.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100269,Lisa de Wit,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,0,2.5,0.1,20.7,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100270,Lotte Huisman,4B,H. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,2.0,0.1,3.8,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100271,Lucas Peters,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,0,1.5,0.5,3.5,0.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100272,Bas de Vries,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,0,2.1,0.9,0.6,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100273,Tim Mulder,4B,H. Meijer,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,22,0,0,2.1,0.1,3.4,19.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100274,Daan Meijer,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,2.5,0.3,19.6,31.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100275,Iris de Vries,4B,H. Meijer,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.9,0.6,2.7,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100276,Maud Prins,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,20,0,0,1.5,0.3,15.8,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100277,Lieke de Vries,4B,H. Meijer,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,21,1,0,1.2,0.5,0.0,8.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100278,Sven Jansen,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,1.9,0.7,14.9,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100279,Lisa Smit,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,16,1,0,2.3,0.1,20.6,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100280,Bas Vos,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,16,0,0,1.3,0.8,6.0,14.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100281,Liam Meijer,4B,H. Smit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.9,0.5,7.5,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100282,Emma Meijer,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,21,1,0,1.3,0.7,13.9,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100283,Fatima de Wit,4B,G. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,2.9,0.9,13.6,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100284,Joris Mulder,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,21,0,0,1.3,0.8,7.4,13.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100285,Anna van der Berg,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,3.0,0.2,10.5,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100286,Olaf Smit,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,1,2.8,0.4,28.3,14.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100287,Sven de Vries,4B,H. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.5,0.4,13.8,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100288,Stijn de Graaf,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,1.8,0.4,3.4,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100289,Olaf de Wit,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,2.6,0.4,12.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100290,Sven Peters,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,1.1,1.0,8.4,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100291,Maud Smits,4B,H. Bosch,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,1,0,2.1,0.8,43.8,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100292,Maud Mulder,4B,I. Dekker,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,0,1.5,0.3,22.5,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100293,Jens Smits,4B,G. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,15,0,0,2.1,0.2,14.6,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100294,Lieke Brouwer,4B,H. de Wit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,1,1.0,0.9,4.4,5.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100295,Noor Vos,4B,I. Huisman,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,0,1.0,0.6,2.3,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100296,Maud Visser,4B,H. de Wit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,0,1.7,0.3,23.7,25.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100297,Finn van Leeuwen,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,1.4,0.6,12.2,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100298,Bram Koster,4B,I. Huisman,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,1,1.4,0.3,4.2,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100299,Stijn Mulder,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,15,0,1,1.5,1.0,10.0,22.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100300,Lieke Bakker,4B,I. Huisman,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,19,0,0,1.7,0.8,13.3,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100301,Daan Hendriks,4B,H. Smit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,1,0,2.8,0.4,15.8,27.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100302,Tess Brouwer,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.6,0.3,23.9,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100303,Emma Vos,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,1,1.7,1.0,26.3,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100304,Eva de Vries,4B,H. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,2.9,0.4,34.3,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100305,Niels Koster,4B,H. de Wit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.8,0.5,3.7,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100306,Daan Peters,4B,G. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,0,1.4,0.6,6.7,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100307,Sven Bosch,4B,G. Prins,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,1,0,1.2,0.5,4.4,4.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100308,Lieke Hendriks,4B,H. Meijer,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,17,0,0,1.3,0.7,2.5,0.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100309,Thijs Peters,4B,I. Mulder,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,21,0,0,2.7,0.8,9.4,28.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100310,Joris van Dijk,4B,H. Smit,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,15,0,0,2.0,0.9,10.2,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100311,Thijs de Graaf,4B,G. van Dijk,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,20,0,0,2.9,0.8,1.5,11.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100312,Tim Bakker,4B,I. Hoekstra,Rijn IJssel,Allround Podium Evenemententechnicus,25798,BOL,2025,18,0,0,1.2,0.6,6.9,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100313,Bas de Groot,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,0,1.2,0.1,7.4,16.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100314,Sophie Prins,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,1,2.8,0.3,31.1,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100315,Sophie de Graaf,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,20,1,0,1.1,0.9,0.5,2.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100316,Mees Jansen,3B,I. Huisman,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,0,1.6,0.5,7.7,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100317,Liam Bosch,3B,H. Bosch,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,20,1,0,1.5,0.4,1.7,29.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100318,Sara Dekker,3B,H. Bosch,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.0,0.2,29.4,4.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100319,Lisa Hendriks,3B,G. van Dijk,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,1.4,0.8,18.2,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100320,Mees Jansen,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,0,2.3,0.1,0.6,3.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100321,Jens Brouwer,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,1,0,1.7,0.8,7.1,25.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100322,Tess Hoekstra,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,0,0,2.3,0.7,4.0,3.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100323,Tim de Wit,3B,G. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,1,0,2.8,0.6,24.0,27.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100324,Aisha Mulder,3B,H. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,0,2.7,0.5,11.2,22.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100325,Bram van Dijk,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,1,2.1,0.6,20.9,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100326,Thijs Visser,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,0,1.4,0.5,0.8,35.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100327,Daan Huisman,3B,I. Mulder,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.4,0.7,19.9,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100328,Yasmin van Leeuwen,3B,H. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.4,0.6,5.9,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100329,Thijs Peters,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,0,0,1.6,0.5,4.3,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100330,Finn Huisman,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,0,1.4,0.9,17.3,1.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100331,Lieke Vos,3B,H. Meijer,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,0,1.1,0.6,3.6,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100332,Stijn Bakker,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.7,0.2,26.4,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100333,Lotte van Leeuwen,3B,I. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,0,1,2.6,0.5,26.8,34.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100334,Lucas Vos,3B,I. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,2.0,0.8,0.7,4.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100335,Stijn van Leeuwen,3B,I. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,0,0,1.1,0.2,6.7,4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100336,Aisha Vos,3B,I. Mulder,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,0,1.6,0.1,21.5,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100337,Bram Meijer,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,0,1.9,0.7,20.8,2.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100338,Lieke Brouwer,3B,H. Meijer,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,2.5,0.1,16.6,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100339,Sophie de Wit,3B,G. van Dijk,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,0,2.8,0.3,1.6,9.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100340,Daan de Graaf,3B,G. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,17,1,1,1.2,0.3,13.0,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100341,Sara Hoekstra,3B,I. Hoekstra,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,1,0,2.2,0.7,11.9,2.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100342,Lieke Visser,3B,H. de Wit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,1,2.6,0.8,15.2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100343,Jens Hoekstra,3B,H. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,2.4,0.5,4.2,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100344,Aisha van Dijk,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,2.4,0.1,28.5,14.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100345,Mees Dekker,3B,H. Dekker,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,0,0,2.7,0.4,3.7,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100346,Tim Koster,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,0,1,1.7,0.9,1.2,11.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100347,Yasmin Koster,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,1,0,2.9,0.3,5.6,3.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100348,Bas Brouwer,3B,I. Mulder,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,0,0,1.2,0.9,6.6,17.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100349,Sophie van Dijk,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,20,0,0,2.7,0.9,2.4,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100350,Lieke Smit,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,19,1,0,1.0,0.9,30.4,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100351,Finn Smits,3B,I. Huisman,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,0,2.0,0.7,10.0,30.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100352,Tim van Dijk,3B,I. Huisman,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,15,0,0,1.0,0.9,3.4,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100353,Sven Bosch,3B,H. Smit,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,20,0,0,1.7,0.3,24.4,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100354,Joris van der Berg,3B,H. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,18,1,0,1.9,0.1,6.2,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100355,Anna de Vries,3B,G. Prins,Rijn IJssel,Eerste Monteur Elektrotechnische Installaties,25736,BOL,2025,16,0,0,2.6,1.0,6.2,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
