Studentnummer,StudentAge,Dropout,Aanmel_aantal,max1studie,VooroplNiveau_HAVO,ROCMondriaan,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,Richting_nan,StudentGender,absence_unauthorized,absence_authorized,Opleiding,Naam,Klas,Mentor
432284,24,0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,46.3,56.4,Metselaar,Jayden Williams,4B,dhr. Mulder
432292,23,0,2.7,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,20.7,61.8,Metselaar,Dirk Demir,2A,mev. Hulsema
432293,26,0,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16.3,45.0,Metselaar,Luuk De Jong,3A,mev. Smit
432295,18,0,1.7,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.9,11.0,Metselaar,Lisa Anderson,2A,dhr. Hanna
432306,22,0,1.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39.1,18.6,Metselaar,Pieter Johnson,1A,mev. Smit
432313,15,0,1.6,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.2,23.9,Metselaar,Kim Prins,1B,dhr. Mulder
432318,25,0,3.8,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.8,13.0,Metselaar,Xavier Anderson,4B,mev. Janssen
432323,15,0,2.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.8,66.2,Metselaar,Bianca Zwaan,3B,mev. Kuiper
432330,17,0,1.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.2,24.2,Metselaar,Nora Graaf,1A,mev. Hulsema
432341,26,0,2.4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,53.3,61.6,Metselaar,Rick Peters,1B,mev. Janssen
432346,24,0,2.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,42.1,73.0,Metselaar,Tom Martinez,2B,mev. Van den Berg
432350,23,0,1.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.3,45.8,Metselaar,Chantal Anderson,2A,mev. Smit
432356,16,0,2.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7.9,33.2,Metselaar,Niels Brown,1A,mev. Visser
432364,26,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42.0,43.3,Metselaar,Noah Prins,1A,mev. Kuiper
432372,19,0,3.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,59.6,30.6,Metselaar,Inge Okonkwo,4A,dhr. Hanna
432374,25,1,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.1,60.5,Metselaar,Shirley De Jong,3A,dhr. Benjamins
432385,23,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6.8,64.8,Metselaar,Youssef Rodriguez,4A,dhr. Bakker
432386,18,0,2.3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.7,35.1,Metselaar,Laura Dekker,2B,mev. Van den Berg
432387,23,0,3.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19.2,24.1,Metselaar,Hana Rodriguez,2A,mev. Janssen
432396,21,1,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25.6,39.6,Metselaar,Zara Demir,3B,mev. Janssen
432407,23,0,1.9,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13.5,68.6,Metselaar,Mohammed Van Beek,2A,mev. Van den Berg
432415,23,0,1.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.3,67.8,Metselaar,Inge Van Beek,1B,mev. Visser
432427,15,0,2.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.5,44.7,Metselaar,Samira Dijkstra,4B,mev. Safon
432433,15,0,1.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,36.3,16.4,Metselaar,Max Williams,2B,mev. Visser
432439,21,0,1.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48.2,57.8,Metselaar,Bilal White,3B,mev. Safon
432445,21,0,3.2,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,43.2,23.6,Metselaar,Daan Sahin,2B,dhr. Mulder
432449,24,0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,58.0,51.3,Metselaar,Sem Tran,4B,dhr. Benjamins
432452,17,0,3.8,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2.0,67.7,Metselaar,Bas Harris,1A,mev. Van den Berg
432453,17,1,1.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,38.3,74.7,Metselaar,Sem Rodriguez,4B,mev. Janssen
432461,15,0,1.1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,30.1,55.8,Metselaar,Maya Clark,4A,mev. Van den Berg
432464,16,0,2.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7,76.7,Metselaar,Sunita Hassan,4B,dhr. Bakker
432468,19,0,3.6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.2,4.5,Metselaar,Esther Leeuw,1A,dhr. Peters
432471,22,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,55.1,18.4,Metselaar,Kelly Huisman,4B,mev. Hulsema
432472,25,0,2.7,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57.7,47.0,Metselaar,Hanneke Demir,4A,mev. Kuiper
432477,24,0,2.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4,79.1,Metselaar,Mariam Sahin,1B,mev. Visser
432489,15,0,1.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,58.1,26.1,Metselaar,Sven Huisman,3A,mev. Van den Berg
432497,18,0,2.3,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,37.1,63.8,Metselaar,Ahmed Clark,1B,mev. Kuiper
432502,21,0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.6,21.6,Metselaar,Deborah Hassan,2A,mev. Kuiper
432505,22,0,1.3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,47.1,69.1,Metselaar,Jordan Özturk,1A,mev. Hulsema
432512,16,0,3.9,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.3,24.1,Metselaar,Bram Özturk,4B,mev. Smit
432514,21,0,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29.7,49.3,Metselaar,Samira Van Beek,4B,mev. Kuiper
432517,15,0,2.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,49.4,52.1,Metselaar,Mehmet Bijlsma,2A,mev. Hulsema
432523,22,0,3.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34.6,19.4,Metselaar,Roos Benali,4A,mev. Hulsema
432530,16,0,4.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,43.6,75.4,Metselaar,Dirk Sahin,2B,dhr. Benjamins
432535,21,1,1.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.6,35.9,Metselaar,Esther Jacobs,4B,dhr. Bakker
432542,23,0,3.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14.9,53.2,Metselaar,Daan Bogaert,2A,mev. Janssen
432552,24,0,2.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,59.7,Metselaar,Lisette Blom,2B,dhr. Benjamins
432558,22,0,1.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,55.2,6.9,Metselaar,Simon Wijnands,2A,dhr. Mulder
432563,22,0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4.0,3.6,Metselaar,Floris Brown,1B,dhr. De Groot
432569,25,0,3.2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25.6,37.0,Metselaar,Bo Bouazza,4A,mev. Janssen
432572,25,0,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,17.2,Metselaar,Nicole Huisman,3A,mev. Van den Berg
432584,24,0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.7,51.1,Metselaar,Anna White,4A,dhr. Bakker
432591,20,0,3.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.1,10.7,Metselaar,Iris Kok,1B,mev. Safon
432596,17,0,2.3,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38.1,55.5,Metselaar,Lotte Van der Berg,2A,mev. Visser
432599,19,0,2.4,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.2,65.2,Metselaar,Bas Okonkwo,4B,dhr. Hanna
432610,21,0,1.2,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16.5,43.0,Metselaar,Arjan Evers,2A,mev. Van den Berg
432618,23,0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,45.4,60.8,Metselaar,Quincy Van Dijk,4B,mev. Visser
432622,16,0,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26.3,79.5,Metselaar,Dennis Tran,2B,mev. Safon
432634,26,0,1.4,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.0,22.5,Metselaar,Elijah Hermans,2A,dhr. Mulder
432646,19,0,2.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45.0,32.9,Metselaar,Marcus Yilmaz,1A,mev. Hulsema
432657,26,0,3.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29.4,46.2,Metselaar,Shirley Janssen,3A,mev. Janssen
432664,22,0,3.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,29.3,46.6,Metselaar,Finn Bos,1B,dhr. Peters
432672,16,0,3.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17.0,43.8,Metselaar,Floris White,2A,dhr. Bakker
432680,25,1,2.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.5,36.5,Metselaar,Patrick Van den Berg,4A,mev. Safon
432692,25,0,3.6,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.9,51.9,Metselaar,Zara El Amrani,1A,dhr. Hanna
432703,26,0,1.3,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35.6,41.6,Metselaar,Martijn Rodriguez,4B,dhr. De Groot
432704,16,0,2.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.2,29.4,Metselaar,Gijs Hermans,3A,mev. Smit
432711,25,1,2.7,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.8,59.9,Metselaar,Esther Van der Berg,4A,dhr. Bakker
432722,18,1,1.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47.5,19.8,Metselaar,Luuk Dekker,1B,mev. Safon
432731,26,0,2.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,47.0,63.5,Metselaar,Noah Arslan,2B,dhr. Benjamins
432738,18,1,3.7,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.2,67.1,Kok,Deepa Verhoeven,4A,dhr. Mulder
432747,22,1,1.2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.4,40.5,Kok,Claire Mulder,4A,dhr. Hanna
432759,16,0,1.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58.5,12.4,Kok,Stefan White,3B,dhr. Hanna
432769,19,0,3.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.2,48.7,Kok,Miriam Huisman,3A,mev. Janssen
432781,16,0,1.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,43.2,13.4,Kok,Emma Willems,2A,dhr. Peters
432786,15,0,1.2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27.3,28.8,Kok,Fleur Hermans,4B,dhr. Hoekstra
432796,20,0,3.7,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,68.7,Kok,Fatima Nguyen,1A,mev. Safon
432797,20,0,3.9,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,39.3,18.0,Kok,Youssef Hassan,2B,dhr. Hanna
432809,19,0,1.4,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30.9,3.7,Kok,Cas Mulder,4A,mev. Kuiper
432817,19,0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,37.4,37.1,Kok,Mohammed Bos,4B,mev. Van den Berg
432821,17,1,2.6,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20.1,60.7,Kok,Emma Schouten,4A,dhr. Hoekstra
432833,16,0,2.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,16.8,3.5,Kok,Max Anderson,2B,dhr. Hoekstra
432842,26,0,3.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,23.7,47.4,Kok,Stan Brouwer,1A,dhr. Hanna
432853,18,0,3.8,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27.2,18.7,Kok,Hana Pham,2B,mev. Smit
432863,17,0,1.9,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.1,37.1,Kok,Anna Bouazza,1B,mev. Kuiper
432866,26,1,3.5,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21.3,41.1,Kok,Martijn Lammers,3A,mev. Hulsema
432869,21,0,2.7,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,4.9,Kok,Kelly Vos,2B,mev. Smit
432873,20,0,1.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54.1,35.5,Kok,Niels Leeuw,2A,mev. Kuiper
432879,15,0,2.7,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,13.8,Kok,Wendy Van den Berg,2B,mev. Smit
432884,22,1,2.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33.0,4.9,Kok,Remy Hassan,3A,dhr. Hanna
432887,18,0,4.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,42.8,38.4,Kok,Pieter Anderson,4B,dhr. Mulder
432897,21,1,2.8,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48.5,37.7,Kok,Kevin Okonkwo,3B,mev. Van den Berg
432907,17,0,1.8,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,59.8,17.6,Kok,Anna Tran,4A,dhr. Mulder
432910,18,0,3.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.9,45.1,Kok,Naomi Kooistra,2B,dhr. Hoekstra
432918,17,1,1.7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,55.1,16.1,Kok,Brandon Visser,2A,dhr. Mulder
432930,20,1,3.1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.9,5.8,Kok,Lisa Smit,4A,dhr. Bakker
432932,19,0,3.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.0,56.6,Kok,Mohammed Willems,3B,mev. Safon
432943,21,1,3.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,59.7,77.2,Kok,Zara Celik,1A,mev. Smit
432953,24,1,2.5,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19.2,50.9,Kok,Tom Sahin,1B,dhr. Hoekstra
432965,22,0,3.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.9,35.1,Kok,Liam Pham,4A,mev. Smit
432972,21,0,3.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13.5,36.1,Kok,Ahmed Harris,1A,mev. Hulsema
432973,19,0,3.7,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58.7,27.0,Kok,Sven Mulder,4B,dhr. Peters
432974,25,0,1.5,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41.8,57.8,Kok,Milan Lammers,3A,mev. Janssen
432979,18,0,2.6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.3,65.9,Kok,Sven Van den Berg,4B,mev. Safon
432981,18,0,2.4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,53.7,21.2,Kok,Fatima Celik,4A,mev. Smit
432987,20,1,2.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.1,55.7,Kok,Ruben Vos,1B,mev. Kuiper
432998,23,0,1.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41.2,74.9,Kok,Karim Wijnands,2B,dhr. Benjamins
433003,21,0,3.7,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.2,60.6,Kok,Patricia Visser,2A,mev. Smit
433007,17,1,3.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35.7,25.6,Kok,Julia Hermans,1B,mev. Kuiper
433014,23,0,3.8,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,46.9,9.0,Kok,Mohammed Demir,2A,mev. Smit
433024,16,0,3.6,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39.3,45.8,Kok,Imani Dekker,4B,dhr. De Groot
433027,21,0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,38.0,Kok,Joep Lammers,3A,dhr. Mulder
433028,19,0,3.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,18.0,59.5,Kok,Robin Demir,3B,mev. Hulsema
433040,24,0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49.3,41.2,Kok,Thijs Evers,2A,mev. Kuiper
433045,17,0,1.1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15.0,36.5,Kok,Simon Anderson,3B,dhr. Peters
433049,20,0,2.9,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35.6,14.2,Kok,Cas Vander,4B,dhr. Bakker
433058,20,0,3.1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,34.3,77.2,Kok,Milan Pham,2B,mev. Janssen
433062,19,0,3.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.9,13.9,Kok,Lisette Schouten,1A,mev. Safon
433067,26,0,2.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40.6,65.9,Kok,Arjan Demir,4A,dhr. Bakker
433069,23,0,2.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20.2,22.1,Kok,Nicole Brouwer,3B,dhr. Hoekstra
433074,25,0,2.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.6,32.3,Kok,Arjan Arslan,3B,mev. Janssen
433077,25,0,2.3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.3,15.2,Kok,Deepa Celik,2B,mev. Janssen
433086,25,0,1.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28.2,59.3,Kok,Ahmed Thomas,2A,mev. Janssen
433092,18,0,1.9,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.6,68.1,Kok,Iris Martinez,4B,dhr. De Groot
433103,22,0,3.6,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.3,11.0,Kok,Denise Williams,2B,dhr. Mulder
433110,17,0,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,21.9,Kok,Mohammed Okonkwo,2A,dhr. Bakker
433113,16,0,2.3,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32.0,58.5,Kok,Bas Geerts,1A,dhr. Mulder
433122,15,0,1.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.0,47.1,Kok,Esther Jansen,2A,mev. Kuiper
433123,19,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,54.1,28.7,Kok,Bilal Taylor,2B,mev. Smit
433130,18,0,1.1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.5,30.0,Kok,Yasmin Janssen,3A,mev. Van den Berg
433139,24,0,1.1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32.8,38.0,Kok,Lisa Vermeulen,2A,mev. Safon
433151,19,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3,57.5,Kok,Inge Dekker,1B,mev. Hulsema
433153,22,0,1.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.7,3.2,Kok,Nour Lammers,4B,mev. Safon
433165,20,1,1.3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,57.0,62.4,Kok,Rick Jansen,1B,dhr. Peters
433177,19,0,3.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.4,68.2,Kok,Lisette Rodriguez,3B,mev. Van den Berg
433188,21,1,3.3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,10.2,28.6,Kok,Dennis Van Dijk,4B,dhr. Bakker
433193,20,0,2.2,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.0,64.0,Kok,Eline Zwaan,2A,mev. Kuiper
433196,17,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46.7,48.9,Kok,Anna Van Beek,2A,dhr. Benjamins
433204,21,1,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44.6,57.9,Kok,Chantal Meijer,2B,mev. Janssen
433210,21,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.5,49.0,Kok,Nicole Tran,1A,mev. Janssen
433213,22,1,2.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13.4,51.5,Kok,Gijs Bouazza,4A,dhr. Hoekstra
433217,22,0,3.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.2,8.2,Kok,Chantal Polat,4A,dhr. De Groot
433226,16,0,2.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27.4,27.3,Kok,Tess Lammers,1A,dhr. Hoekstra
433230,20,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13.3,27.3,Kok,Jordan Verhoeven,3A,mev. Visser
433239,26,0,2.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15.3,15.7,Kok,Sven Meijer,1B,dhr. Hoekstra
433246,22,0,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35.3,61.8,Kok,Eline Williams,4B,dhr. Benjamins
433257,22,0,2.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46.9,72.8,Kok,Emma Anderson,2A,dhr. Peters
433260,21,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41.6,19.9,Kok,Nicole Verhoeven,4A,dhr. Mulder
433265,17,0,3.7,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18.8,58.9,Kok,Bas Schouten,2B,mev. Safon
433269,25,0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.3,9.2,Kok,Ahmed Janssen,3B,mev. Visser
433277,25,0,3.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.7,53.6,Kok,Dennis White,2B,mev. Hulsema
